song_name,artist_name,album_name,release_date,song_id,danceability,energy,tempo,key
Lovely Darling,Benson Boone,PULSE,2023-05-05,7JQfzB0Idz7zXvTRnvqggu,0.68,0.753,141.007,11.0
Love Somebody,Rotimi,All or Nothing (Deluxe),2021-10-15,2VR1nIY2M4W2AfNOg4uFR7,0.8,0.62,104.885,9.0
Love or Hate - Sainte Vie Remix,Vintage Culture,Promised Land (Remixes),2024-10-02,2bZqIY3BZ4OGjVUcjqljZi,0.589,0.837,122.012,11.0
Love Shy (Thinking About You) - Virgo vs. Agent X Edit,Platnum,Love Shy (Thinking About You) [Virgo vs. Agent X Edit],2008-09-26,1d0i1q08HrOTP0jeYVFPOH,0.679,0.823,140.34,11.0
love race (feat. Kellin Quinn),mgk,love race (feat. Kellin Quinn),2021-04-29,1F9kEuwT29fgqlovIclu81,0.517,0.848,95.906,10.0
Love Will Tear Us Apart - Tensnake Remix,R Plus,Love Will Tear Us Apart - Tensnake Remix,2021-06-04,51NcW3cfbdI0FLsD8dgXAq,0.717,0.835,122.988,11.0
Love Taste,Moe Shop,Love Taste,2016-05-22,0XVoD3TmJVEYdRzZoe0Ewy,0.673,0.637,110.01,11.0
Paper Rings,Taylor Swift,Lover,2019-08-23,4y5bvROuBDPr5fuwXbIBZR,0.811,0.719,103.979,9.0
Love To Go,Lost Frequencies,Love To Go,2020-04-17,14d79QOV2pvJHH9vlUfZwJ,0.755,0.783,104.022,11.0
Love Shy (Thinking About You) - Virgo vs. Agent X Club Mix,Platnum,Love Shy (Thinking About You) [Remixes],2008-09-30,5u8a3ikxBEyPlMjPLlYqmN,0.679,0.823,140.34,11.0
Love Galore (Alt Version),SZA,Ctrl (Deluxe),2022-06-09,3fcX3E9l1gVnfKeWaEzHHv,0.827,0.439,134.961,9.0
Love Is Everywhere,Magdalena Bay,Imaginal Disk,2024-08-23,2ZSDtC0XZnpokAMwRtgqzh,0.576,0.665,90.02,9.0
Gonna Love Me,Teyana Taylor,K.T.S.E.,2018-06-23,3nXrCAE44KlevAkQB2XWcN,0.514,0.503,88.039,10.0
Love Dose,Yo Yo Honey Singh,Desi Kalakaar,2014-09-26,1QZRCi2Z1DQQaR6bGAzhtN,0.843,0.768,139.998,11.0
Make You Feel My Love,Adele,19,2008-01-27,273QnyCvJB65rScHJ1nPZb,0.317,0.172,65.18,10.0
Love Resurrection - 2009 Remaster,Alison Moyet,Alf (Deluxe Version),2016-11-25,6ouOdKaCbfbRbjW1W9yZZQ,0.73,0.833,122.545,9.0
LOVE IS A DRUG,Don Toliver,HARDSTONE PSYCHO,2024-06-25,2ZZMbEXXq9hPReD2alSNxD,0.805,0.826,142.99,11.0
Come and Get Your Love - Single Version,Redbone,Come and Get Your Love,1973-11-01,7GVUmCP00eSsqc4tzj1sDD,0.731,0.804,107.383,11.0
Love Reigns,Mall Grab,What I Breathe,2022-08-05,7CGkR8BkFkvzrEXWYWB9gw,0.625,0.869,132.954,11.0
Stereo Love,Edward Maya,Stereo Love,2009-07-07,0gBfLS4aqbrr1ZvVv8dqWB,0.778,0.777,127.051,9.0
Loved You A Little (with Taking Back Sunday and Charlotte Sands),The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),2022-01-20,0IPKskRI33eRXjUhNUr9b5,0.484,0.828,195.999,11.0
Love Like Crazy,Lee Brice,Love Like Crazy,2010-06-08,6Ozp6ac86CSHMik8lbvJuM,0.535,0.725,78.489,10.0
Hate It Or Love It,The Game,The Documentary,2005,2wGSgTmgSF3xjRrHkTc25R,0.802,0.785,99.998,9.0
Love Is an Open Door,Disney Peaceful Piano,Disney Princess Piano,2021-09-24,0P0U1LfGMSxeAarJOpVa6U,0.536,0.135,90.324,9.0
Hollaback Girl,Gwen Stefani,Love Angel Music Baby,2004-11-22,6KM6693N1wVvz6tDviEF4F,0.926,0.916,110.009,10.0
Love Me Tender,Elvis Presley,Elvis 30 #1 Hits,2002-09-24,7iBBcw61QVJxI3NDzlpX2E,0.454,0.0529,112.101,9.0
Love Someone,Abigail Liddle,Love Someone,2024-06-28,2zRzCxvIGhaQ7Ra5aj3SBq,0.579,0.243,134.284,11.0
Stereo Love - UK Radio Edit,Edward Maya,Stereo Love,2010-01-01,6TyXieyAu2z51H6VMPKRI4,0.803,0.873,127.085,9.0
Love Will Keep Us Alive,Eagles,Hell Freezes Over (Remaster 2018),1994-11-08,7bJSiwLFnhoO7g83bWkCtA,0.658,0.374,98.892,9.0
"Love Music, Pt. 3",Ren,"Demos (Do Not Share), Vol 1",2020-04-29,1fsYvc3J0zvNPRpz8KYCDD,0.886,0.815,140.09,11.0
Dangerous Love,Fuse ODG,T.I.N.A.,2014-01-01,3dOBB8XZNu8aqi7JstoRZO,0.704,0.945,127.999,9.0
Love To Give (with Billy Lockett),Dimension,Organ,2021-03-05,04fUHQffhV0d4VeeOkXfMN,0.437,0.989,173.836,11.0
Everlasting Love,Love Affair,The Everlasting Love Affair,1968-03-04,40XXjm2pU6LGZkLq5VmkaQ,0.497,0.569,120.531,9.0
LOVE ME,Jaz Karis,SAFE FLIGHT,2024-09-20,43h59Oj9bIoAEf0cY2EMx0,0.394,0.338,71.307,10.0
Stereo Love - Edit,Edward Maya,Stereo Love,2009-07-06,2Xf4RoFpi7n06ppsGKbxiq,0.801,0.786,127.061,9.0
Love You 'Till the End,The Pogues,Pogue Mahone (Expanded Edition),1995-10-16,2WTgDM0RGMG0v9nA7yc6uW,0.554,0.396,138.191,11.0
Love & Pride,King,Steps In Time,1984-09-26,3oGcHyoXwBMIAXkgIzLoQn,0.708,0.611,126.093,9.0
Love Me Back,fromis_9,"Love Me Back (From ""Operation: True Love"")",2023-10-11,2IMPPA9UZpqTnnVIy9lDHU,0.72,0.842,112.026,11.0
Love Game,Eminem,The Marshall Mathers LP2 (Deluxe),2013-11-05,0iMN420Q45isZVNlAqzPTW,0.766,0.941,105.52,9.0
Easy Love,Sigala,Brighter Days,2018-09-28,5s7xgzXtmY4gMjeSlgisjy,0.68,0.942,123.976,9.0
Love Me More,Sam Smith,Love Me More,2022-04-28,16MQETUgqXwY4lZcyRafU3,0.791,0.439,85.004,10.0
Sweater Weather,The Neighbourhood,I Love You.,2013-04-19,0cQVqPuHQP4KEwc7ZUQmj6,0.613,0.808,124.037,10.0
Love Maze,BTS,Love Yourself 轉 'Tear',2018-05-18,4ROdFnoZNn2RTmwct0cVpx,0.637,0.876,149.93,9.0
"Love You, Miss You, Mean It",Luke Bryan,Mind Of A Country Boy,2024-06-14,7IEbSjcSCiWIa22MsOsieC,0.45,0.812,151.872,10.0
Crazy Love - 2013 Remaster,Van Morrison,Moondance (Expanded Edition),1970-02,2hjAc6x8EoSLhGxRNg8KEw,0.576,0.188,77.461,9.0
True Love (feat. Lily Allen),P!nk,The Truth About Love,2012-09-18,1QNqrsNQ1JVLEwncov3lEY,0.449,0.825,192.241,9.0
Love Is A Verb,John Mayer,Born and Raised,2012-05-18,03XjpGGdsIPouALXem2Cku,0.738,0.284,65.977,9.0
Love Your Voice,JONY,Список твоих мыслей,2019-06-21,4hyVrAsoKKjxAvQjPRt0ai,0.608,0.83,91.088,9.0
Everybody Loves The Sunshine,Roy Ayers Ubiquity,Everybody Loves The Sunshine (Reissue),1976-05-12,5le4sn0iMcnKU56bdmNzso,0.52,0.571,161.051,11.0
Love You Inside Out,Bee Gees,Spirits Having Flown,1979-02-05,73V1mhbDb7K0lqlHB82iN5,0.706,0.516,94.713,11.0
Love On The Rocks,Neil Diamond,The Jazz Singer (Original Songs From The Motion Picture),1980-11-10,6XNGIaXv2xljDcxQ99p65f,0.359,0.193,64.572,9.0
Cosmic Love,Florence + The Machine,Lungs (Deluxe Version),2009,1myEOhXztRxUVfaAEQiKkU,0.518,0.809,140.065,9.0
If You Don't Want My Love,Jalen Ngonda,Come Around and Love Me,2023-09-08,4A48ckONJNoXU5smWT9CeG,0.595,0.776,92.881,11.0
Love Making,KNEECAP,Fine Art,2024-06-14,2OkFKXUFCnUdnS962HKIwi,0.825,0.84,130.018,10.0
you look like you love me (feat. Riley Green),Ella Langley,you look like you love me (feat. Riley Green),2024-06-21,0y5Ex8oQ8zCH5TQxHUy1Eo,0.663,0.675,128.942,11.0
Fake Love,Drake,More Life,2017-03-18,343YBumqHu19cGoGARUTsd,0.928,0.481,134.007,9.0
Love Someone,Lukas Graham,Love Someone,2018-09-07,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,172.065,9.0
Endless Love,Lionel Richie,Back To Front,1992-01-01,5iwyLsQ5yjnCaRrJGyAPZM,0.49,0.268,93.352,10.0
Love Story - Radio Edit,Layo & Bushwacka!,Love Story,2002-06-17,2fT4mYueaoIBidKf9fRSzp,0.627,0.844,132.017,9.0
No Love,Eminem,Recovery,2010-06-18,7bHT9osSq1rwT2yaImzqCi,0.522,0.932,129.473,11.0
Love is a Lottery,Songer,Love is a Lottery,2022-10-06,2vYBVOigtDiRXbH6TOg6sx,0.795,0.669,150.04,11.0
Your Love Is King,Sade,Diamond Life,1984-07-16,1j2LuIf7mv15ZVug1Xy5qz,0.742,0.42,134.624,9.0
False God,Taylor Swift,Lover,2019-08-23,5hQSXkFgbxjZo9uCwd11so,0.739,0.32,79.97,11.0
Love Don't Live Here Anymore,Rose Royce,Rose Royce III: Strikes Again!,1978,3pVsGhUEBZKFtn0n8zjS0H,0.529,0.262,83.046,11.0
On My Love,Zara Larsson,On My Love,2023-09-15,0dxp7DyPJEo6JhtnjUtBnN,0.495,0.691,123.051,10.0
What You Know Bout Love,Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,83.995,10.0
Lover Online,NOTD,Lover Online,2024-09-20,0o5wusLgOl9yWjXzUF1SEJ,0.768,0.844,131.961,11.0
love language,Ariana Grande,Positions,2020-10-30,6NYtLvyThMT0oALFdJFdzq,0.688,0.573,110.034,10.0
Love Will Tear Us Apart,Nouvelle Vague,Nouvelle vague,2004-05-11,7a4fdnIEEwQpqrp39clRzK,0.763,0.419,129.987,9.0
You Can't Hurry Love,The Supremes,The Supremes A' Go-Go (Expanded Edition),1966-08-25,1OppEieGNdItZbE14gLBEv,0.63,0.711,96.915,10.0
Love Me For A Reason,The Osmonds,Love Me For A Reason,1974-11-02,1rdEDyNqQb7AsG193Q58Fl,0.617,0.586,143.089,9.0
"LOVESICK, CANNIBAL!",femtanyl,"LOVESICK, CANNIBAL!",2023-10-06,5uMqAjMDuOvz49JYNG8m8a,0.465,0.935,94.517,9.0
You're in Love with a Psycho,Kasabian,For Crying Out Loud (Deluxe),2017-05-05,0AJhcuRl3i1FfPNr88ZScv,0.721,0.805,120.009,11.0
love you twice,HUH YUNJIN,love you twice,2023-03-14,0GLXQAdrh4tdvz0JLw8DX8,0.749,0.553,96.044,10.0
LOVE ME OR LOVE ME NOT,Isaiah Falls,Drugs n' Lullabies,2024-07-12,6mSLCix3O4P8KhXNNQYVAg,0.666,0.634,91.018,9.0
Afterglow,Taylor Swift,Lover,2019-08-23,1SymEzIT3H8UZfibCs3TYi,0.756,0.449,111.011,9.0
You're a Superstar - City of Love Club Mix,Love Inc.,Love Inc.,1998-06-16,4A56k97klal1TbWHH0DbnE,0.794,0.717,135.005,10.0
Love Again,New Hype,Love Again,2021-07-02,7mQmVvJCFwhHSSXwZwnPRQ,0.673,0.725,124.969,9.0
For My Hand (feat. Ed Sheeran),Burna Boy,"Love, Damini",2022-07-07,0HaRLPnr887lcQM2YQzkff,0.87,0.479,104.059,9.0
Love Again,Céline Dion,I AM: CELINE DION (Original Motion Picture Soundtrack),2024-06-21,1SskSizkJo3eR0AQJ1GJt6,0.495,0.279,83.486,11.0
Love Story Remix (I Love You) [TikTok Dance],DJ Gotta,Love Story Remix (I Love You) [TikTok Dance],2020-10-02,7gj7UTufJDTQWuEPHHpvFr,0.863,0.622,127.931,9.0
Love on Me,Galantis,The Aviary,2017-09-15,3bvjsHQd792zIO4SKFxXKs,0.485,0.91,124.18,9.0
Love Change,Caps,Love Change,2022-05-05,17UIIhVNQNCkrLKeeSgnmJ,0.576,0.795,130.244,11.0
Love in the Time of Socialism,Yellow House,A Carnival of Fears,2017-04-20,0JuJ0M9ZaKDwXms3rUh1Hk,0.244,0.259,76.973,10.0
Love Me More,Trippie Redd,A Love Letter To You 4,2019-11-22,3sDyGrpProusVfcccFLAHq,0.62,0.536,83.42,10.0
How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,2015-07-17,22mek4IiqubGD9ctzxc69s,0.738,0.868,122.003,11.0
God Loves Everyone,Leon Bridges,Leon,2024-10-04,78Hz15kEfWJ3wbuYlD0Zyw,0.398,0.208,117.678,10.0
Lovesick,Carly Shea,Lovesick,2024-05-10,373SpcrzYv0EJgJeznUr56,0.668,0.388,78.004,10.0
By Your Side,Sade,Lovers Rock,2000-11-13,7H3ojI1BsVy0dEJENqMt1k,0.653,0.429,146.073,11.0
love yourself (interlude),XXXTENTACION,?,2018-03-16,1Znlc3UZAbSodFaMBjdpsX,0.746,0.338,120.053,11.0
Lovestained,Hope Tala,Lovestained,2019-04-03,0RJ2QoAPH4VTdfhrX2HKQe,0.792,0.682,89.0,11.0
Love Like This,Benjamin Darren,Love Like This,2020-10-07,6CAVHLgduHdp03lyTbzYAl,0.714,0.762,125.974,11.0
Greatest Love of All,Whitney Houston,Whitney Houston,1985-02-14,6yJxCltgtmGxIgKOS6ndnu,0.502,0.305,131.242,9.0
No Ordinary Love,Sade,Love Deluxe,1992-10-26,1oaaSrDJimABpOdCEbw2DJ,0.629,0.364,166.266,11.0
Whole Lotta Love - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1969-10-22,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,89.74,9.0
I've Been In Love,Jungle,Volcano,2023-08-11,7j3zZ2jAjzFD60UjhldhHo,0.679,0.506,114.967,9.0
Love Is Stronger Than Pride,Sade,Stronger Than Pride,1988-05-03,5Qrcxc2YPomtX6UB0bwNaf,0.529,0.335,87.577,9.0
I'd Love to Change the World - 2004 Remaster,Ten Years After,A Space in Time (Deluxe Version),1971-08,7n3WO6ESKS1uCI9fgkGs66,0.383,0.516,118.144,9.0
Lover Of Mine,5 Seconds of Summer,CALM,2020-03-27,1hUPOCqOukEl03lOs16DtN,0.545,0.858,94.041,11.0
Lovestruck (2010 Remaster),Madness,Wonderful (Remastered),1999-11-01,2QM2R49CVufGhcjlnlBw6i,0.649,0.847,125.803,11.0
To Love Somebody,Bee Gees,Bee Gees' 1st,1967-07-14,0mbS3VwRbO6HVBMPXnzOGA,0.434,0.384,90.795,9.0
Love So Nice,Junior Kelly,Love So Nice,2001,3J4Chu7wi4onjN2OO8aaow,0.784,0.545,80.559,9.0
Love The Way You Lie,Eminem,Recovery,2010-06-18,15JINEqzVMv3SvJTAXAKED,0.749,0.925,86.989,10.0
Lovely Day,Bill Withers,Menagerie,1977-10-29,0bRXwKfigvpKZUurwqAlEh,0.692,0.651,97.923,9.0
Love In The Dark,Adele,25,2015-11-20,0DuWDLjriRPjDRoPgaCslY,0.331,0.341,109.821,9.0
Love Potions,BJ Lips,Cum n Cocaine,2021-08-02,6ZK4VMxfEYLPqpSvX2l4iY,0.66,0.833,121.982,11.0
Love Me,Lil Wayne,I Am Not A Human Being II (Deluxe),2013-01-01,2XHzzp1j4IfTNp1FTn7YFg,0.67,0.634,124.926,11.0
Lovefool,The Cardigans,First Band On The Moon (Remastered),1996-01-01,7aQjPecQdIuNd1sz3KCDhD,0.704,0.636,111.845,9.0
Love Me JeJe,Tems,Love Me JeJe,2024-04-25,47hsUYxvbTlBAN3sP9dEOd,0.838,0.537,103.95,11.0
LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,2017-04-14,6PGoSes0D9eUDeeAafB2As,0.8,0.585,126.058,10.0
"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,2024-06-21,51rfRCiUSvxXlCSCfIztBy,0.53,0.406,115.94,10.0
Love Me,Lil Tecca,We Love You Tecca,2019-08-30,4e0FYxSROat25pH16zMTZI,0.719,0.538,204.132,11.0
love is embarrassing,Olivia Rodrigo,GUTS,2023-09-08,26QLJMK8G0M06sk7h7Fkse,0.517,0.821,160.052,9.0
Love Story,Indila,Mini World,2014-01-01,6nGeLlakfzlBcFdZXteDq7,0.375,0.255,95.978,10.0
Love The Way You Lie (Part II) - Pt. 2,Rihanna,Loud,2010-11-16,6M6lsQB4OhqL41eld29PeC,0.469,0.833,166.526,10.0
Love Tonight (David Guetta Remix Edit),Shouse,Love Tonight (David Guetta Remix),2021-06-11,2prnn41CblB8B4yWACDljP,0.621,0.989,126.002,10.0
Love Grows (Where My Rosemary Goes),Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,1970-01-01,5Ts1DYOuouQLgzTaisxWYh,0.568,0.824,108.625,9.0
Lovers In A Past Life (with Rag'n'Bone Man),Calvin Harris,Lovers In A Past Life (with Rag'n'Bone Man),2024-02-16,6v4ABPB255HDSWyIj3S9Wn,0.752,0.793,129.992,9.0
Love,Lana Del Rey,Lust For Life,2017-07-21,2Kerz9H9IejzeIpjhDJoYG,0.527,0.366,98.994,10.0
Love,Kouz1,AFROBOY,2023-01-13,0H0KoHgEWXn2n6BFWSozzS,0.709,0.689,100.97,11.0
Cruel Summer,Taylor Swift,Lover,2019-08-23,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,169.994,9.0
Lovesong - Remastered,The Cure,Disintegration (Deluxe Edition),1989-05-02,2mIrfke7vosXAEWfz6ucyo,0.611,0.791,140.12,9.0
Love,Disney Peaceful Guitar,Disney Guitar: Break Time,2021-09-17,1YTirJpIZARdMpMYspPo0Y,0.503,0.126,83.557,9.0
My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,2023-09-15,3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,113.95,9.0
Love Again,Dua Lipa,Future Nostalgia,2020-03-27,4rPkN1FMzQyFNP9cLUGIIB,0.659,0.667,115.982,11.0
love,DEAN,love,2017-05-19,6wcRv0UBvEH9NCIA3IVyQs,0.582,0.67,109.993,11.0
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,Picture This (20th Anniversary Edition),1995-04-10,0PCGfA36HrVPmsBZJ57zOU,0.523,0.689,84.09,10.0
Love Shy (Mix Cut),Kristine Blond,We Love House (Mini Mix 001) - Armada Music,2017-11-17,5fw2fT70XHmuzrLSKGTwnK,0.802,0.822,125.068,9.0
Love,Greyboy,15 Years of West Coast Cool,2008-11-04,0iHvpSHYsp4tSrYlvgEh7l,0.851,0.414,102.807,11.0
Love,Nix Northwest,"Life's a Bitch, I Just Need an Early Night",2019-10-18,6A4PeOJqTeI1dsP1r3aZf1,0.787,0.481,82.992,9.0
I Love You So,The Walters,I Love You So,2014-11-28,4SqWKzw0CbA05TGszDgMlc,0.575,0.648,75.977,10.0
Love Language,SZA,SOS,2022-12-09,1eIXYZWEfJO3Na2LCCnIJE,0.707,0.261,65.038,9.0
Love,Doktor,Love,2023-05-12,0w9zOHQ2Y3hrmL1YT9yuCD,0.484,0.946,114.058,10.0
The Lovecats,The Cure,Japanese Whispers,1983-01-01,6q2T5xXao6mTS6LLE88L84,0.747,0.571,91.838,9.0
Love,The Art Of Noise,Daft,1986-12-15,1kSORioLYEnTW7VEuBAoFG,0.733,0.374,136.498,9.0
Love,Daboycharge,Paving Ways,2023-09-13,5eluZaO49Nwwh081a3xmVQ,0.462,0.316,149.793,11.0
Love Someone,Lukas Graham,3 (The Purple Album),2018-10-26,0OCRwXbQRdOZ1OtB4Imsp1,0.538,0.409,171.838,9.0
Love,Yosuf,Love,2023-01-09,1wnugFeFGJ7VP45WcARGlD,0.446,0.945,100.056,11.0
LOVE IN THE AIR,FILM EMPIRE INT'L,STAY WITH ME,2024-09-24,7mUYZMNb2kkgBKk1NxZHfD,0.552,0.457,160.103,11.0
Love & War,Kodak Black,Back For Everything,2022-02-25,293mQGfVwgXIOdA1GpiwAt,0.762,0.649,145.09,11.0
Love Come Down - Single Version,"Evelyn ""Champagne"" King","The Best Of Evelyn ""Champagne"" King",1990-04-09,2RCOWNCxDIphjhqTtkwtwR,0.88,0.395,117.16,11.0
Love Is a Bitch,Two Feet,Love Is a Bitch,2017-05-19,6MiVIH3fQlmz44jGx2DXn4,0.532,0.178,149.879,9.0
Lovers In A Past Life (with Rag'n'Bone Man),Calvin Harris,96 Months,2024-08-08,2QMnxA6R1PD0dYyUi5AxZZ,0.752,0.793,129.992,9.0
LOVE AGAIN,The Kid LAROI,LOVE AGAIN,2023-01-27,4sx6NRwL6Ol3V6m9exwGlQ,0.584,0.455,107.055,11.0
Love Is A Game,Adele,30,2021-11-19,2j3GxEsbNYNeEzz86wDY4J,0.269,0.591,183.793,10.0
Love You For A Long Time,Maggie Rogers,Love You For A Long Time,2019-11-21,6QTPacyXkZWG9FMwq6L1hJ,0.707,0.67,112.993,9.0
Love song,Lana Del Rey,Norman Fucking Rockwell!,2019-08-30,5tyMJlMqaggzvuX7TtlrTe,0.384,0.0701,63.425,9.0
Love You Again,Chase Matthew,Come Get Your Memory,2023-06-09,7pvy3nhtBIQUakHS4OjFqB,0.564,0.823,132.113,10.0
ALL MY LOVE,Coldplay,Moon Music,2024-10-04,6iYxkBHyMpsgVxUgfy5fSx,0.521,0.279,137.848,9.0
Lovers And Friends,Lil Jon & The East Side Boyz,Crunk Juice,2004-11-16,41PWz0hAiU9FqsmjR9Wh62,0.675,0.501,139.861,10.0
Love Game,Bread Beatz,Love Game,2023-10-06,4n81eNyWOkaxBIPrBQk0NJ,0.641,0.726,129.94,9.0
LOVE AGAIN,The Kid LAROI,THE FIRST TIME,2023-11-10,5sZSiLaxwbQZsQSDzhwgo4,0.584,0.455,107.055,11.0
My Love (feat. T.I.),Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,2006-09-13,4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,119.952,11.0
Romantic Lover,Eyedress,Let's Skip to the Wedding,2020-08-07,7s5VQqrjBtrBgZL4pEa46S,0.658,0.447,184.316,9.0
Love & Reggae,Collie Buddz,Hybrid,2019-05-24,7nT9lGk3bf5rvnVbzPIE3N,0.743,0.576,77.958,9.0
Love Foolosophy - Radio Edit,Jamiroquai,A Funk Odyssey,2001-08-29,0upgxxew2mVAEctrz08jnf,0.799,0.69,129.297,11.0
All My Love - Live in Dublin,Coldplay,Moon Music (Full Moon Edition),2024-10-06,3aaXb0yHa5voqqAXALjUJm,0.514,0.323,137.814,9.0
ALL MY LOVE,Coldplay,Moon Music (Full Moon Edition),2024-10-06,1mAMlMxsUBQ4qqQ8FVdjt8,0.531,0.282,137.843,9.0
love is embarrassing,Olivia Rodrigo,GUTS (spilled),2024-03-22,3jhlwdu8nU7hFTEGHUomN3,0.517,0.821,160.052,9.0
Love Me,TeeDee,Love Me,2021-11-05,6t192M9A83w0sfFCCuW2ds,0.707,0.639,126.026,9.0
Love Is Easy,McFly,Memory Lane (The Best Of McFly) [Deluxe Edition],2012-01-01,1SLWLZPU1gP4UbJ7RniOFq,0.68,0.666,151.995,9.0
"Love You, Miss You, Mean It",Luke Bryan,Mind Of A Country Boy,2024-09-27,12boJKLZwB3LkU7lhfo9R9,0.45,0.812,151.872,10.0
Love is a Laserquest,Arctic Monkeys,Suck It and See,2011-06-06,0S6CXA5LpRDX6b4akgrOot,0.349,0.662,169.926,11.0
When Love Takes Over (feat. Kelly Rowland),David Guetta,One More Love,2010-11-22,1hRFVIy9As8OVRk8B7CrD5,0.675,0.862,129.967,11.0
Love & Attention,SamRecks,Love & Attention,2022-05-08,1lhakluflmCQiaL4sjPMQA,0.745,0.546,145.99,11.0
Love On My Mind (feat. Amanda Wilson),Freemasons,Unmixed,2007-10-29,0k44TEACp8VYXsXCy8VHk6,0.644,0.962,127.946,10.0
Love of the Common People,Paul Young,From Time To Time - The Singles Collection,1991-09-07,6cARFkZxx2JR3JlvDzeLZc,0.744,0.609,90.723,9.0
Love Man,Otis Redding,Love Man,1969,16dz1n3ctolQbuZPtvHVqH,0.588,0.611,149.141,11.0
Love Scars,Trippie Redd,A Love Letter To You,2017-05-14,4w552MI4k7dwPHLjI8YOBy,0.654,0.612,119.218,9.0
Love Drought,Beyoncé,Lemonade,2016-04-23,2RQAG0wQt35UzAPEyVJFWN,0.455,0.535,157.01,9.0
Love Again,Alex Isley,Marigold,2022-03-30,6ZwNOYjJ06J77YF1ggXtaT,0.596,0.458,99.381,9.0
Love Vibration,ESSEL,Love Vibration,2021-10-08,5B2Fil0dJNfob1W8gpL5E4,0.773,0.903,123.926,11.0
Love Island Freestyle,Niko B,Love Island Freestyle,2022-07-28,1rlVac9TRr4f3b7GKHdhRh,0.886,0.628,139.989,9.0
Love Again,Dua Lipa,Future Nostalgia (The Moonlight Edition),2021-02-11,5CSKbHjpqborGnlzagyaDo,0.659,0.667,115.982,11.0
"Love You, Miss You, Mean It",Luke Bryan,"Love You, Miss You, Mean It",2024-04-05,2b98AhAxuK5i4YUHaQ7eQR,0.45,0.812,151.872,10.0
Love Sex Magic (feat. Justin Timberlake),Ciara,Fantasy Ride,2009-05-01,1BIENruTnjKdB7HD2YIlRr,0.893,0.666,107.011,10.0
Love Drunk,BOYS LIKE GIRLS,Love Drunk,2009-09-07,20X9OeC606XNwEtDBOym5u,0.44,0.976,150.005,10.0
Lover,Diljit Dosanjh,MoonChild Era,2021-08-22,0XwRlvv3KlOu4HWlOH34XG,0.827,0.587,119.936,9.0
Love Me For A Reason,Boyzone,Said And Done,1995-08-21,2GBoo6ufWtMy1s6lqgbjJ8,0.431,0.721,156.12,9.0
Love Don't Change,Jeremih,All About You,2010-01-01,6PmjWl0phNxc0R5OwkDdiZ,0.539,0.424,118.071,11.0
Love Song (feat. Glasses),Kazy Lambist,33 000 FT.,2018-06-08,0fD6vPYWty2Jy4VVozWzfp,0.761,0.436,114.01,9.0
Miss Americana & The Heartbreak Prince,Taylor Swift,Lover,2019-08-23,214nt20w5wOxJnY462klLw,0.662,0.747,150.088,11.0
Lovely Day,Bill Withers,Lean on Me: The Best of Bill Withers,1994-08-09,0ACACkoHUwgfgY5CxVIL4N,0.694,0.565,97.938,9.0
Love of My Life (feat. Not3s & Young Adz),Remedee,Love of My Life (feat. Not3s & Young Adz),2019-07-11,3wPTI3G39TG3kxR5ybhrzK,0.883,0.558,113.368,9.0
I Loved You (feat. Melissa Steel),Blonde,I Loved You (feat. Melissa Steel),2014-10-31,3yh9WHZs15IKNBXYaFAZH5,0.647,0.792,122.432,10.0
LoveSick,BoyWithUke,Faded,2021-09-10,1zS5TccQwMDp5ZsEnt4FAh,0.864,0.535,112.491,9.0
Love Like Ghosts,Lord Huron,Strange Trails,2015-04-06,1Xca9HfuG65IL3ogdnNfTv,0.478,0.549,137.065,9.0
Secret Love Song (feat. Jason Derulo),Little Mix,Get Weird (Expanded Edition),2015-11-06,6KHL1En9v6iNWjcs44mcmU,0.529,0.614,92.972,9.0
Love Don't Let Me Go,David Guetta,Just a Little More Love,2002-05-20,0mIAWTIXUP9Os5RBXKclO6,0.593,0.836,127.087,10.0
Love Town,Booker Newberry III,Love Town,1983-01-01,5bt0oGjC8IgCYN69QHhSVQ,0.668,0.541,114.832,11.0
Love Is Stronger Than Pride,Victoria Monét,JAGUAR II : Deluxe,2024-10-04,1upAmogfao9L253WeV9Jk5,0.73,0.655,110.012,9.0
Love Street,The Doors,Waiting for the Sun,1968-07-03,5Q2Im8o4RthlAMkvUMYwGj,0.709,0.305,118.821,9.0
Love Of Your Life,RAYE,Love Of Your Life,2020-11-06,5iqfKcEGKhoeWTNqmZPiu3,0.632,0.826,111.886,10.0
